Episode,Reward,Steps
79,-429.50000000000017,100
80,-646.0000000000005,100
81,-262.4999999999998,100
82,-288.4999999999999,100
83,-294.09999999999957,100
84,-890.7000000000012,100
85,-901.6,100
86,-787.400000000001,100
87,-1013.0999999999987,100
88,-260.2000000000003,100
89,-676.6999999999997,100
90,-729.3000000000003,100
91,-404.6999999999997,100
92,-855.8999999999991,100
93,-838.0999999999992,100
94,-219.10000000000002,100
95,-943.2999999999989,100
96,-282.5000000000004,100
97,-839.599999999999,100
98,-571.4999999999995,100
99,-946.1000000000001,100
100,-219.90000000000018,100
101,-854.5,100
102,-237.20000000000036,100
103,-684.4999999999999,100
104,-617.8000000000009,100
105,-591.4000000000007,100
106,-562.7000000000005,100
107,-285.0999999999997,100
108,-390.8999999999999,100
109,-233.89999999999972,100
110,-251.60000000000036,100
111,-321.30000000000007,100
112,-608.4999999999993,100
113,-548.0000000000002,100
114,-891.1000000000015,100
115,-245.29999999999959,100
116,-276.0,100
117,-969.2000000000012,100
118,-640.3000000000008,100
119,-1003.0000000000011,100
120,-268.09999999999974,100
121,-238.40000000000046,100
122,-244.99999999999972,100
123,-889.299999999999,100
124,-891.1000000000012,100
125,-873.4999999999984,100
126,-261.1999999999995,100
127,-936.699999999999,100
128,-942.600000000001,100
129,-219.7000000000004,100
130,-820.2999999999988,100
131,-864.4999999999992,100
132,-385.9999999999995,100
133,-204.19999999999968,100
134,-439.5999999999999,100
135,-657.2000000000004,100
136,-766.8999999999994,100
137,-624.6000000000017,100
138,-653.8000000000003,100
139,-244.90000000000026,100
140,-402.4999999999995,100
141,-915.1000000000008,100
142,-334.4999999999995,100
143,-387.09999999999934,100
144,-859.3999999999985,100
145,-931.5000000000014,100
146,-234.59999999999962,100
147,-959.399999999999,100
148,-185.80000000000032,100
149,-341.20000000000016,100
150,-702.2999999999993,100
151,-991.0000000000014,100
152,-296.10000000000036,100
153,-856.8999999999987,100
154,-261.0999999999998,100
155,-261.5000000000004,100
156,-270.8999999999996,100
157,-876.2000000000011,100
158,-204.1999999999997,100
159,-656.0999999999995,100
160,-387.1000000000003,100
161,-1016.2999999999986,100
162,-721.7000000000004,100
163,-811.1999999999988,100
164,-490.89999999999975,100
165,-895.3,100
166,-250.20000000000002,100
167,-589.1999999999994,100
168,-273.5999999999999,100
169,-199.30000000000013,100
170,-272.4999999999997,100
171,-232.19999999999953,100
172,-222.49999999999966,100
173,-739.4000000000009,100
174,-1054.3999999999985,100
175,-583.0000000000001,100
176,-709.5000000000006,100
177,-824.6000000000005,100
178,-544.2999999999995,100
179,-729.0000000000009,100
180,-341.50000000000017,100
181,-266.3000000000005,100
182,-260.4000000000005,100
183,-495.2999999999999,100
184,-156.60000000000008,100
185,-520.9999999999998,100
186,-290.00000000000034,100
187,-626.7000000000002,100
188,-262.5000000000004,100
189,-455.6999999999997,100
190,-252.40000000000006,100
191,-632.4999999999999,100
192,-784.0000000000006,100
193,-282.50000000000034,100
194,-322.5000000000005,100
195,-959.1000000000013,100
196,-253.89999999999966,100
197,-651.5999999999989,100
198,-285.3000000000001,100
199,-959.0,100
200,-330.10000000000014,100
201,-259.4000000000004,100
202,-351.19999999999965,100
203,-227.89999999999998,100
204,-935.7999999999997,100
205,-181.40000000000006,100
206,-294.4000000000004,100
207,-224.50000000000026,100
208,-307.49999999999955,100
209,-690.1999999999996,100
210,-296.5000000000003,100
211,-339.00000000000045,100
212,-324.29999999999956,100
213,-246.09999999999954,100
214,-720.6999999999996,100
215,-369.79999999999956,100
216,-879.4999999999987,100
217,-281.0999999999997,100
218,-452.3999999999995,100
219,-679.2999999999989,100
220,-249.70000000000024,100
221,-272.2000000000003,100
222,-882.699999999999,100
223,-274.7999999999995,100
224,-250.19999999999982,100
225,-486.30000000000047,100
226,-341.30000000000007,100
227,-571.6999999999999,100
228,-816.4000000000009,100
229,-289.00000000000006,100
230,-226.90000000000038,100
231,-313.6,100
232,-267.70000000000033,100
233,-243.29999999999956,100
234,-587.5999999999993,100
235,-927.9000000000011,100
236,-917.0999999999988,100
237,-276.0999999999999,100
238,-842.9000000000016,100
239,-266.69999999999993,100
240,-440.19999999999936,100
241,-252.10000000000028,100
242,-524.2000000000003,100
243,-273.5000000000001,100
244,-335.0000000000001,100
245,-906.0999999999988,100
246,-1002.2000000000014,100
247,-736.2000000000008,100
248,-238.00000000000026,100
249,-273.4000000000001,100
250,-993.000000000001,100
251,-320.6999999999995,100
252,-174.7999999999998,100
253,-177.59999999999982,100
254,-556.7999999999998,100
255,-931.6999999999988,100
256,-494.49999999999943,100
257,-929.6000000000012,100
258,-875.1999999999991,100
259,-261.6000000000002,100
260,-284.7000000000004,100
261,-387.79999999999944,100
262,-229.49999999999983,100
263,-891.7000000000011,100
264,-1013.7000000000012,100
265,-318.79999999999984,100
266,-815.8000000000014,100
267,-975.7000000000004,100
268,-976.8,100
269,-323.2000000000004,100
270,-998.600000000001,100
271,-220.5999999999998,100
272,-246.99999999999994,100
273,-403.6000000000003,100
274,-623.9999999999985,100
275,-626.3999999999992,100
276,-289.0999999999999,100
277,-560.4999999999998,100
278,-479.0999999999999,100
279,-826.6000000000005,100
280,-1042.5000000000007,100
281,-519.5000000000002,100
282,-209.00000000000037,100
283,-137.90000000000023,100
284,-947.5000000000011,100
285,-766.5999999999989,100
286,-223.79999999999987,100
287,-959.3000000000015,100
288,-914.2000000000005,100
289,-262.4000000000004,100
290,-930.2000000000005,100
291,-380.9,100
292,-547.5999999999999,100
293,-603.2999999999996,100
294,-226.50000000000028,100
295,-934.800000000001,100
296,-300.59999999999985,100
297,-298.0000000000001,100
298,-424.6999999999994,100
299,-257.79999999999984,100
300,-254.99999999999977,100
301,-350.6000000000004,100
302,-988.4999999999984,100
303,-886.300000000001,100
304,-218.49999999999974,100
305,-669.8999999999996,100
306,-711.4000000000004,100
307,-333.30000000000047,100
308,-841.3000000000005,100
309,-810.2000000000004,100
310,-929.3999999999988,100
311,-268.6999999999997,100
312,-360.40000000000066,100
313,-222.90000000000046,100
314,-953.200000000001,100
315,-631.2000000000002,100
316,-625.4999999999997,100
317,-271.70000000000044,100
318,-210.6000000000001,100
319,-277.09999999999985,100
320,-304.6000000000005,100
321,-711.3000000000002,100
322,-293.19999999999993,100
323,-674.100000000001,100
324,-573.1999999999991,100
325,-959.500000000001,100
326,-242.00000000000034,100
327,-355.0000000000003,100
328,-856.6000000000017,100
329,-810.8000000000003,100
330,-263.2999999999999,100
331,-907.9000000000012,100
332,-722.8999999999992,100
333,-333.9000000000005,100
334,-760.0999999999992,100
335,-274.59999999999974,100
336,-532.4999999999998,100
337,-845.600000000001,100
338,-288.8999999999999,100
339,-292.9000000000002,100
340,-518.699999999999,100
341,-584.9999999999998,100
342,-516.6999999999995,100
343,-609.0000000000001,100
344,-688.3000000000003,100
345,-273.4000000000005,100
346,-888.3000000000004,100
347,-296.1000000000002,100
348,-271.3000000000006,100
349,-903.1999999999987,100
350,-523.1999999999997,100
351,-366.79999999999995,100
352,-942.4999999999989,100
353,-986.6,100
354,-964.9999999999987,100
355,-259.40000000000015,100
356,-405.1000000000005,100
357,-311.6000000000005,100
358,-202.39999999999998,100
359,-185.8000000000001,100
360,-344.30000000000047,100
361,-946.7000000000015,100
362,-735.7999999999994,100
363,-858.7000000000012,100
364,-323.80000000000047,100
365,-271.7000000000002,100
366,-693.5000000000015,100
367,-268.00000000000017,100
368,-977.8999999999987,100
369,-986.0999999999989,100
370,-256.1000000000004,100
371,-818.3000000000002,100
372,-261.99999999999966,100
373,-944.999999999999,100
374,-620.0999999999997,100
375,-915.4000000000016,100
376,-897.200000000001,100
377,-926.9000000000007,100
378,-814.800000000001,100
379,-693.5999999999993,100
380,-553.4000000000001,100
381,-897.500000000001,100
382,-257.2000000000005,100
383,-906.999999999999,100
384,-652.4000000000004,100
385,-150.7000000000001,100
386,-275.89999999999964,100
387,-253.2000000000003,100
388,-590.4000000000004,100
389,-805.8000000000008,100
390,-664.4000000000005,100
391,-311.9,100
392,-259.2999999999996,100
393,-774.7000000000004,100
394,-209.10000000000036,100
395,-264.0000000000001,100
396,-243.9999999999998,100
397,-428.10000000000014,100
398,-550.1000000000001,100
399,-828.599999999999,100
400,-253.5000000000003,100
401,-266.6999999999997,100
402,-552.5999999999993,100
403,-259.10000000000036,100
404,-271.10000000000014,100
405,-303.4000000000005,100
406,-295.5000000000003,100
407,-902.7999999999989,100
408,-424.90000000000026,100
409,-874.2999999999988,100
410,-285.0000000000004,100
411,-263.10000000000025,100
412,-868.4000000000011,100
413,-324.2,100
414,-317.2000000000001,100
415,-623.6000000000004,100
416,-255.6999999999996,100
417,-908.4000000000013,100
418,-173.29999999999978,100
419,-271.00000000000034,100
420,-267.20000000000044,100
421,-280.20000000000005,100
422,-888.7000000000007,100
423,-579.0999999999999,100
424,-418.0999999999997,100
425,-203.99999999999983,100
426,-157.9,100
427,-304.20000000000033,100
428,-321.29999999999984,100
429,-201.19999999999965,100
430,-947.6999999999989,100
431,-251.79999999999987,100
432,-264.6000000000005,100
433,-426.09999999999985,100
434,-258.8,100
435,-651.5000000000002,100
436,-713.9,100
437,-919.0000000000009,100
438,-332.7000000000002,100
439,-270.20000000000016,100
440,-638.2,100
441,-294.0999999999997,100
442,-265.0,100
443,-1049.999999999999,100
444,-185.3999999999999,100
445,-404.19999999999914,100
446,-268.10000000000036,100
447,-944.6000000000008,100
448,-333.3000000000004,100
449,-262.7999999999998,100
450,-405.5999999999998,100
451,-806.9000000000016,100
452,-542.8000000000002,100
453,-635.5999999999999,100
454,-336.89999999999986,100
455,-987.6999999999987,100
456,-440.2999999999995,100
457,-295.9000000000004,100
458,-268.49999999999955,100
459,-206.6000000000004,100
460,-1100.4000000000015,100
461,-512.9999999999997,100
462,-663.1000000000004,100
463,-242.30000000000047,100
464,-287.2000000000005,100
465,-866.1000000000008,100
466,-404.6999999999992,100
467,-576.2000000000002,100
468,-202.60000000000025,100
469,-972.4000000000008,100
470,-968.5999999999988,100
471,-811.1999999999988,100
472,-511.7999999999999,100
473,-294.29999999999984,100
474,-292.09999999999997,100
475,-787.600000000001,100
476,-780.899999999999,100
477,-751.9000000000007,100
478,-276.7000000000002,100
479,-167.30000000000004,100
480,-692.0000000000009,100
481,-196.09999999999968,100
482,-210.2000000000002,100
483,-322.8999999999999,100
484,-441.59999999999957,100
485,-188.6999999999997,100
486,-461.09999999999985,100
487,-618.0999999999993,100
488,-200.69999999999973,100
489,-784.9000000000008,100
490,-906.8000000000011,100
491,-546.5999999999999,100
492,-888.900000000001,100
493,-234.70000000000033,100
494,-558.3000000000001,100
495,-423.9000000000002,100
496,-670.8000000000003,100
497,-333.9000000000002,100
498,-277.5000000000004,100
499,-306.2000000000003,100
500,-320.79999999999995,100
501,-283.5000000000001,100
502,-389.80000000000086,100
503,-335.8000000000006,100
504,-362.59999999999957,100
505,-309.60000000000053,100
506,-247.59999999999965,100
507,-983.3000000000019,100
508,-156.6999999999998,100
509,-262.3999999999999,100
510,-309.19999999999953,100
511,-874.299999999999,100
512,-521.3000000000003,100
513,-200.60000000000028,100
514,-921.8999999999991,100
515,-275.10000000000014,100
516,-203.9999999999997,100
517,-282.9000000000003,100
518,-287.5999999999999,100
519,-291.20000000000044,100
520,-329.89999999999947,100
521,-174.49999999999977,100
522,-245.6000000000003,100
523,-259.79999999999995,100
524,-384.10000000000025,100
525,-281.40000000000003,100
526,-384.9000000000003,100
527,-281.6000000000002,100
528,-935.8999999999988,100
529,-443.0000000000003,100
530,-196.20000000000027,100
531,-317.19999999999976,100
532,-259.2000000000003,100
533,-240.10000000000025,100
534,-659.1000000000006,100
535,-408.29999999999956,100
536,-1024.0000000000011,100
537,-139.6000000000002,100
538,-469.7999999999994,100
539,-221.90000000000035,100
540,-219.40000000000032,100
541,-283.5000000000004,100
542,-250.0000000000001,100
543,-897.3,100
544,-260.8000000000002,100
545,-301.50000000000006,100
546,-308.3999999999997,100
547,-814.4999999999992,100
548,-1008.2000000000011,100
549,-195.69999999999976,100
550,-294.0000000000005,100
551,-257.0999999999996,100
552,-269.5999999999997,100
553,-297.79999999999995,100
554,-1028.7000000000012,100
555,-820.8999999999991,100
556,-164.79999999999976,100
557,-907.800000000001,100
558,-879.499999999999,100
559,-573.5999999999991,100
560,-793.8000000000008,100
561,-665.4999999999991,100
562,-386.4999999999998,100
563,-308.4999999999998,100
564,-265.0000000000002,100
565,-688.0000000000014,100
566,-840.8,100
567,-434.40000000000015,100
568,-318.00000000000017,100
569,-279.7000000000003,100
570,-195.50000000000026,100
571,-891.5000000000015,100
572,-285.50000000000045,100
573,-303.2000000000004,100
574,-240.6000000000004,100
575,-259.90000000000015,100
576,-243.50000000000034,100
577,-881.900000000001,100
578,-390.3999999999998,100
579,-263.30000000000035,100
580,-736.4000000000004,100
581,-223.19999999999996,100
582,-355.7999999999997,100
583,-580.9999999999997,100
584,-571.6000000000001,100
585,-886.4000000000009,100
586,-197.10000000000002,100
587,-775.2999999999993,100
588,-128.0000000000001,100
589,-326.10000000000025,100
590,-324.40000000000015,100
591,-257.90000000000043,100
592,-599.1999999999998,100
593,-298.0,100
594,-815.0000000000003,100
595,-671.1999999999989,100
596,-306.2000000000002,100
597,-269.80000000000035,100
598,-887.7999999999989,100
599,-888.4000000000008,100
600,-484.3999999999998,100
601,-755.100000000001,100
602,-196.10000000000034,100
603,-305.90000000000003,100
604,-249.00000000000003,100
605,-293.79999999999956,100
606,-282.00000000000045,100
607,-428.60000000000014,100
608,-337.19999999999993,100
609,-244.8999999999998,100
610,-276.69999999999976,100
611,-1027.2000000000014,100
612,-260.8999999999997,100
613,-220.1999999999998,100
614,-226.49999999999966,100
615,-241.6000000000004,100
616,-294.9000000000002,100
617,-575.3000000000001,100
618,-175.29999999999995,100
619,-222.09999999999943,100
620,-641.6999999999992,100
621,-224.10000000000028,100
622,-323.8999999999999,100
623,-451.80000000000035,100
624,-195.9999999999999,100
625,-187.29999999999978,100
626,-179.00000000000014,100
627,-295.6000000000001,100
628,-763.5999999999998,100
629,-291.5999999999997,100
630,-279.3999999999995,100
631,-260.6000000000002,100
632,-141.8,100
633,-250.29999999999956,100
634,-323.7,100
635,-299.8000000000002,100
636,-248.40000000000023,100
637,-324.59999999999945,100
638,-247.70000000000005,100
639,-530.5999999999998,100
640,-552.0000000000002,100
641,-291.7000000000003,100
642,-224.1999999999998,100
643,-265.4999999999999,100
644,-234.19999999999962,100
645,-367.7999999999998,100
646,-275.50000000000017,100
647,-238.60000000000005,100
648,-269.40000000000026,100
649,-181.80000000000018,100
650,-262.0000000000001,100
651,-207.59999999999962,100
652,-711.4999999999993,100
653,-991.7000000000018,100
654,-254.3000000000003,100
655,-406.5,100
656,-582.1000000000006,100
657,-289.9000000000004,100
658,-538.7999999999995,100
659,-284.20000000000044,100
660,-311.29999999999995,100
661,-214.00000000000028,100
662,-524.3000000000003,100
663,-256.80000000000035,100
664,-295.2000000000001,100
665,-340.60000000000053,100
666,-239.89999999999978,100
667,-278.8000000000004,100
668,-860.3000000000013,100
669,-272.89999999999964,100
670,-953.4000000000013,100
671,-299.5999999999998,100
672,-318.8000000000005,100
673,-782.8999999999993,100
674,-264.79999999999984,100
675,-661.2000000000011,100
676,-243.6000000000003,100
677,-183.0000000000001,100
678,-312.7000000000003,100
679,-744.0000000000008,100
680,-244.00000000000043,100
681,-296.9,100
682,-258.70000000000033,100
683,-1033.800000000001,100
684,-675.7999999999994,100
685,-650.099999999999,100
686,-523.3999999999999,100
687,-719.3,100
688,-267.2000000000004,100
689,-190.20000000000022,100
690,-185.0999999999997,100
691,-945.8999999999988,100
692,-229.5,100
693,-958.2000000000008,100
694,-204.40000000000015,100
695,-266.5999999999999,100
696,-741.0999999999995,100
697,-310.5999999999995,100
698,-475.3999999999996,100
699,-254.20000000000005,100
700,-231.60000000000042,100
701,-234.59999999999985,100
702,-477.6999999999997,100
703,-565.1999999999994,100
704,-232.2000000000001,100
705,-658.0000000000008,100
706,-388.0000000000005,100
707,-251.89999999999958,100
708,-262.9000000000005,100
709,-308.6999999999997,100
710,-165.6999999999997,100
711,-500.8000000000002,100
712,-443.4000000000007,100
713,-610.2000000000013,100
714,-249.00000000000014,100
715,-344.30000000000024,100
716,-330.10000000000014,100
717,-289.10000000000014,100
718,-255.30000000000038,100
719,-538.3999999999997,100
720,-514.4000000000007,100
721,-272.1999999999999,100
722,-209.2999999999997,100
723,-306.6000000000004,100
724,-319.89999999999947,100
725,-279.0000000000002,100
726,-200.4000000000002,100
727,-177.3999999999997,100
728,-325.90000000000043,100
729,-327.90000000000055,100
730,-186.30000000000035,100
731,-248.0999999999998,100
732,-202.0000000000004,100
733,-191.49999999999972,100
734,-264.7000000000003,100
735,-741.0999999999988,100
736,-256.9000000000004,100
737,-251.60000000000036,100
738,-271.10000000000025,100
739,-272.89999999999975,100
740,-320.5000000000001,100
741,-306.39999999999975,100
742,-500.2999999999997,100
743,-254.20000000000033,100
744,-546.2999999999996,100
745,-938.499999999999,100
746,-314.1999999999998,100
747,-809.1999999999994,100
748,-730.4,100
749,-215.79999999999964,100
750,-288.60000000000014,100
751,-642.6000000000001,100
752,-624.8000000000005,100
753,-206.69999999999985,100
754,-199.8999999999998,100
755,-572.4999999999992,100
756,-700.2999999999988,100
757,-343.2000000000001,100
758,-458.39999999999924,100
759,-229.8000000000003,100
760,-568.3000000000002,100
761,-252.10000000000042,100
762,-309.1000000000002,100
763,-239.39999999999978,100
764,-177.8999999999999,100
765,-247.70000000000033,100
766,-591.6999999999999,100
767,-1029.100000000001,100
768,-615.1999999999998,100
769,-261.5000000000005,100
770,-238.7000000000001,100
771,-644.3000000000003,100
772,-469.2999999999997,100
773,-265.2000000000004,100
774,-360.70000000000044,100
775,-228.80000000000027,100
776,-275.7999999999997,100
777,-184.39999999999986,100
778,-623.9999999999999,100
779,-217.89999999999964,100
780,-163.80000000000027,100
781,-285.6000000000003,100
782,-228.40000000000006,100
783,-529.4000000000003,100
784,-204.79999999999987,100
785,-244.50000000000026,100
786,-229.50000000000009,100
787,-219.89999999999992,100
788,-578.2999999999996,100
789,-456.9000000000003,100
790,-766.8000000000005,100
791,-349.7000000000006,100
792,-211.2000000000002,100
793,-200.90000000000026,100
794,-253.00000000000009,100
795,-973.0999999999988,100
796,-227.69999999999956,100
797,-260.7000000000003,100
798,-514.1,100
799,-889.4000000000012,100
800,-273.60000000000036,100
801,-881.1000000000001,100
802,-242.7999999999997,100
803,-256.7000000000001,100
804,-310.79999999999995,100
805,-268.0999999999997,100
806,-246.49999999999972,100
807,-284.29999999999956,100
808,-280.4,100
809,-179.9000000000002,100
810,-250.00000000000034,100
811,-770.8000000000003,100
812,-454.6000000000005,100
813,-368.6,100
814,-308.2000000000001,100
815,-279.29999999999956,100
816,-193.39999999999975,100
817,-235.89999999999998,100
818,-358.3,100
819,-228.2000000000002,100
820,-286.20000000000033,100
821,-242.3999999999999,100
822,-241.79999999999993,100
823,-260.6000000000003,100
824,-696.1000000000001,100
825,-278.5,100
826,-270.20000000000044,100
827,-549.5000000000008,100
828,-417.8000000000006,100
829,-267.2999999999997,100
830,-254.30000000000035,100
831,-282.70000000000033,100
832,-404.99999999999983,100
833,-336.70000000000033,100
834,-232.69999999999956,100
835,-337.60000000000036,100
836,-335.20000000000044,100
837,-275.10000000000053,100
838,-232.70000000000033,100
839,-326.4000000000003,100
840,-251.20000000000027,100
841,-921.4000000000011,100
842,-209.9999999999999,100
843,-296.6000000000001,100
844,-258.90000000000026,100
845,-323.80000000000047,100
846,-279.4999999999997,100
847,-302.50000000000034,100
848,-498.6999999999998,100
849,-241.19999999999976,100
850,-900.9000000000002,100
851,-308.09999999999997,100
852,-265.8000000000003,100
853,-264.2000000000003,100
854,-289.9000000000001,100
855,-239.10000000000028,100
856,-190.19999999999973,100
857,-252.70000000000022,100
858,-164.0,100
859,-250.50000000000026,100
860,-573.0000000000007,100
861,-228.80000000000038,100
862,-298.5999999999998,100
863,-221.60000000000016,100
864,-284.50000000000017,100
865,-278.60000000000036,100
866,-264.79999999999956,100
867,-589.8000000000006,100
868,-288.90000000000015,100
869,-792.7999999999986,100
870,-742.0999999999991,100
871,-270.9000000000001,100
872,-221.80000000000018,100
873,-583.7999999999988,100
874,-278.10000000000036,100
875,-288.4000000000001,100
876,-316.70000000000033,100
877,-237.70000000000044,100
878,-261.40000000000015,100
879,-309.89999999999947,100
880,-242.8,100
881,-229.60000000000034,100
882,-244.8999999999999,100
883,-512.3999999999994,100
884,-259.0000000000004,100
885,-240.7000000000003,100
886,-252.89999999999966,100
887,-284.70000000000033,100
888,-219.19999999999987,100
889,-266.6999999999996,100
890,-302.9000000000002,100
891,-274.5000000000002,100
892,-216.6999999999997,100
893,-143.69999999999996,100
894,-169.10000000000008,100
895,-278.19999999999976,100
896,-981.9000000000011,100
897,-326.0000000000001,100
898,-325.59999999999985,100
899,-307.89999999999975,100
900,-226.99999999999983,100
901,-274.00000000000006,100
902,-275.50000000000034,100
903,-714.799999999999,100
904,-212.09999999999994,100
905,-221.1999999999998,100
906,-262.60000000000036,100
907,-259.1999999999998,100
908,-1035.400000000002,100
909,-265.0000000000002,100
910,-204.2999999999997,100
911,-274.60000000000025,100
912,-214.6000000000002,100
913,-284.2,100
914,-208.90000000000026,100
915,-408.8000000000005,100
916,-231.49999999999974,100
917,-356.79999999999967,100
918,-256.2000000000004,100
919,-758.6999999999987,100
920,-288.20000000000016,100
921,-184.4999999999999,100
922,-181.29999999999987,100
923,-252.29999999999976,100
924,-249.20000000000027,100
925,-503.79999999999967,100
926,-243.30000000000027,100
927,-245.5000000000003,100
928,-311.1999999999999,100
929,-268.99999999999983,100
930,-224.79999999999976,100
931,-278.9000000000001,100
932,-273.10000000000036,100
933,-293.8000000000003,100
934,-302.1000000000001,100
935,-451.0000000000002,100
936,-262.20000000000005,100
937,-248.70000000000033,100
938,-653.699999999999,100
939,-620.9999999999995,100
940,-136.19999999999985,100
941,-256.7000000000004,100
942,-212.50000000000037,100
943,-715.0999999999999,100
944,-605.699999999999,100
945,-182.89999999999984,100
946,-254.10000000000034,100
947,-262.5999999999997,100
948,-207.9999999999997,100
949,-272.0000000000005,100
950,-518.4000000000008,100
951,-313.6999999999993,100
952,-265.2999999999999,100
953,-215.69999999999993,100
954,-260.1999999999995,100
955,-265.0999999999997,100
956,-223.80000000000024,100
957,-251.99999999999972,100
958,-1029.099999999999,100
959,-291.9999999999996,100
960,-382.0999999999996,100
961,-231.80000000000027,100
962,-257.50000000000017,100
963,-269.0000000000002,100
964,-275.1999999999995,100
965,-206.10000000000002,100
966,-765.1000000000007,100
967,-201.29999999999964,100
968,-274.6000000000002,100
969,-234.29999999999976,100
970,-504.3999999999994,100
971,-266.1999999999997,100
972,-297.00000000000017,100
973,-215.90000000000035,100
974,-219.69999999999996,100
975,-224.30000000000038,100
976,-121.4000000000001,100
977,-208.1000000000003,100
978,-265.0000000000004,100
979,-291.09999999999974,100
980,-159.3,100
981,-281.60000000000025,100
982,-219.69999999999982,100
983,-260.59999999999974,100
984,-245.70000000000041,100
985,-569.0999999999997,100
986,-392.49999999999966,100
987,-295.2000000000001,100
988,-279.50000000000006,100
989,-315.6000000000005,100
990,-274.40000000000043,100
991,-277.2999999999999,100
992,-272.60000000000036,100
993,-152.8000000000001,100
994,-294.20000000000005,100
995,-250.59999999999954,100
996,-281.6999999999994,100
997,-222.0999999999999,100
998,-189.29999999999987,100
999,-275.60000000000014,100
1000,-228.89999999999986,100
1001,-219.0000000000004,100
1002,-192.30000000000032,100
1003,-178.70000000000033,100
1004,-195.00000000000026,100
1005,-281.30000000000024,100
1006,-278.29999999999995,100
1007,-273.60000000000036,100
1008,-225.19999999999962,100
1009,-236.9000000000003,100
1010,-181.99999999999977,100
1011,-234.2999999999995,100
1012,-247.89999999999998,100
1013,-294.80000000000024,100
1014,-297.0000000000002,100
1015,-236.80000000000013,100
1016,-291.40000000000055,100
1017,-274.40000000000043,100
1018,-312.4,100
1019,-221.9,100
1020,-270.60000000000036,100
1021,-250.30000000000035,100
1022,-253.50000000000028,100
1023,-221.80000000000038,100
1024,-183.30000000000024,100
1025,-250.49999999999991,100
1026,-327.9,100
1027,-278.1000000000002,100
1028,-277.20000000000016,100
1029,-241.19999999999968,100
1030,-402.1999999999998,100
1031,-161.29999999999984,100
1032,-249.4000000000005,100
1033,-164.19999999999993,100
1034,-256.49999999999966,100
1035,-185.89999999999964,100
1036,-325.30000000000035,100
1037,-297.70000000000005,100
1038,-298.0000000000001,100
1039,-225.40000000000023,100
1040,-234.39999999999998,100
1041,-259.30000000000024,100
1042,-232.5000000000001,100
1043,-211.30000000000024,100
1044,-174.99999999999963,100
1045,-259.8,100
1046,-270.90000000000026,100
1047,-209.2000000000003,100
1048,-264.4000000000003,100
1049,-268.00000000000034,100
1050,-278.79999999999967,100
1051,-267.19999999999965,100
1052,-760.1000000000003,100
1053,-262.70000000000005,100
1054,-334.89999999999975,100
1055,-273.2,100
1056,-280.7000000000004,100
1057,-190.40000000000003,100
1058,-260.70000000000033,100
1059,-240.5999999999995,100
1060,-227.3000000000003,100
1061,-337.60000000000014,100
1062,-271.60000000000014,100
1063,-239.89999999999958,100
1064,-280.80000000000007,100
1065,-443.2999999999993,100
1066,-217.4999999999996,100
1067,-225.70000000000027,100
1068,-292.8,100
1069,-602.0000000000007,100
1070,-722.999999999999,100
1071,-217.0000000000001,100
1072,-784.2999999999989,100
1073,-536.0,100
1074,-234.0000000000003,100
1075,-237.80000000000015,100
1076,-218.7000000000003,100
1077,-214.09999999999988,100
1078,-286.2,100
1079,-313.7999999999998,100
1080,-531.9000000000003,100
1081,-209.1000000000003,100
1082,-277.7000000000004,100
1083,-266.8000000000001,100
1084,-194.5000000000003,100
